show_id,type,title,director,cast,country,date_added,release_year,rating,duration_minutes,duration_seasons
s5781,Movie,Welcome Mr. President,Riccardo Milani,"Claudio Bisio, Kasia Smutniak, Beppe Fiorello, Remo Girone, Massimo Popolizio, Cesare Bocci, Omero Antonutti, Michele Alhaique, Franco Ravera, Patrizio Rispo, Piera Degli Esposti, Gianni Cavina",Italy,1/10/2016,2013,TV-MA,99,
s5782,TV Show,When I See You Again,Unknown,"Jasper Liu, Mandy Wei, Jet Chao, Ivy Shao, Tina Chou, Kao Meng-Chieh",Taiwan,1/10/2016,2015,TV-14,,1
s6034,Movie,A Family Affair,Tom Fassaert,Tom Fassaert,"Netherlands, Denmark, South Africa",16/10/2016,2015,TV-PG,111,
s6460,TV Show,Chewin' the Fat,Unknown,"Ford Kiernan, Greg Hemphill, Karen Dunbar, Mark Cox, Paul Riley",United Kingdom,1/10/2016,1999,TV-14,,1
s7763,TV Show,Power Rangers Dino Super Charge,Unknown,"Brennan Mejia, Camille Hyde, Yoshi Sudarso, Michael Taber, James Davies, Claire Blackwelder",Unknown,15/10/2016,2016,TV-Y7,,1
s7879,TV Show,Robotech,Unknown,"Jean-Claude Ballard, Gregory Snegoff, Cam Clarke, Melissa Newman, Tony Oliver, Larry Abraham, Robert Axelrod, Robert V. Barron","United States, Japan",1/10/2016,1985,TV-MA,,1
s8031,TV Show,Skin Wars,Unknown,"Rebecca Romijn, RuPaul, Robin Slonina, Craig Tracy",United States,1/10/2016,2016,TV-14,,3
s5707,Movie,Beauties of the Night,María Jose Cuevas,"Olga Breeskin, Lyn May, Rossy Mendoza, Wanda Seux, Princesa Yamal",Mexico,25/11/2016,2016,TV-MA,92,
s5708,TV Show,Gilmore Girls: A Year in the Life,Unknown,"Lauren Graham, Alexis Bledel, Kelly Bishop, Scott Patterson, Yanic Truesdale, Matt Czuchry, Liza Weil, Milo Ventimiglia, Sean Gunn, Keiko Agena, Rose Abdoo, Melissa McCarthy",United States,25/11/2016,2016,TV-14,,1
s5709,Movie,Michael Che Matters,Oz Rodriguez,Michael Che,United States,25/11/2016,2016,TV-MA,61,
s5710,Movie,Mercy,Chris Sparling,"James Wolk, Caitlin Fitzgerald, Tom Lipinski, Dan Ziskie, Michael Godere, Michael Donovan, Dion Graham, Constance Barron",United States,22/11/2016,2016,TV-MA,88,
s5711,Movie,The Land of Cards,Qaushiq Mukherjee,"Joyraj Bhattacharya, Rii, Soumyak Kanti DeBiswas, Anubrata Basu, Tillotama Shome, Maya Tideman, Tinu Verghese, Immaduddin Shah, Sayani Gupta",India,22/11/2016,2012,TV-14,113,
s5712,Movie,Carlos Ballarta: El amor es de putos,"Jan Suter, Raúl Campos Delgado",Carlos Ballarta,Mexico,21/11/2016,2016,TV-MA,67,
s5713,Movie,Donald Glover: Weirdo,"Shannon Hartman, Michelle Caputo",Donald Glover,United States,19/11/2016,2012,TV-MA,65,
s5714,Movie,Colin Quinn: The New York Story,Jerry Seinfeld,Colin Quinn,United States,18/11/2016,2016,TV-MA,62,
s5715,Movie,Divines,Houda Benyamina,"Déborah Lukumuena, Jisca Kalvanda, Kévin Mischel, Majdouline Idrissi, Oulaya Amamra, Yasin Houicha","France, Qatar",18/11/2016,2016,TV-MA,107,
s5716,TV Show,La Niña,Unknown,"Ana María Estupiñán, Sebastian Eslava, Juan Sebastián Aragón, Diego Vásquez, Carlos Velazquez, Marcela Benjumea, Melisa Caceres, Michelle Orozco, Alberto Cardeño, Constanza Camelo, Fernando Arévalo",Colombia,18/11/2016,2016,TV-MA,,1
s5717,TV Show,Paranoid,Unknown,"Indira Varma, Robert Glenister, Dino Fetscher, Neil Stuke, Christiane Paul, Lesley Sharp, Kevin Doyle",United Kingdom,17/11/2016,2016,TV-MA,,1
s5718,Movie,Dieter Nuhr: Nuhr in Berlin,Volker Weicker,Dieter Nuhr,Germany,15/11/2016,2016,TV-MA,69,
s5719,Movie,Mumbai Cha Raja,Manjeet Singh,"Rahul Bairagi, Arbaaz Khan, Tejas Parvatkar, Dhanshree Jain, Salman Khan, Aftab Khan",India,15/11/2016,2012,TV-MA,77,
s5720,Movie,True Memoirs of an International Assassin,Jeff Wadlow,"Kevin James, Andy Garcia, Zulay Henao, Maurice Compte, Kelen Coleman, Andrew Howard, Rob Riggle, Leonard Earl Howze, Yul Vazquez, Kim Coates, Daniel Zacapa, Ron Rifkin, Jeff Chase",United States,11/11/2016,2016,TV-14,98,
s5721,TV Show,Einsatzgruppen: The Nazi Death Squads,Unknown,Paul Bandey,France,10/11/2016,2009,TV-MA,,1
s5722,Movie,Kathleen Madigan: Bothering Jesus,Lorene Machado,Kathleen Madigan,United States,10/11/2016,2016,TV-MA,71,
s5723,TV Show,Case,Unknown,"Steinunn Ólína Þorsteinsdóttir, Magnús Jónsson, Þorsteinn Bachmann, Jóhanna Vigdís Arnardóttir, Birna Rún Eiríksdóttir, Elma Stefania Agustsdottir, Bergur Þór Ingólfsson, Halldóra Geirharðsdóttir, Arnar Jónsson, Davíð Freyr Þórunnarson, Björn Stefánsson, Nína Dögg Filippusdóttir, Hjortur Jóhann Jónsson",Iceland,9/11/2016,2015,TV-MA,,1
s5724,TV Show,Danger Mouse,Unknown,"Alexander Armstrong, Kevin Eldon, Stephen Fry, Ed Gaughan, Shauna Macdonald, Dave Lamb, Morwenna Banks",United Kingdom,9/11/2016,2016,TV-Y7,,2
s5725,Movie,"Dana Carvey: Straight White Male, 60",Marcus Raboy,Dana Carvey,United States,4/11/2016,2016,TV-MA,64,
s5726,Movie,The Ivory Game,"Kief Davidson, Richard Ladkani",Unknown,Austria,4/11/2016,2016,TV-14,112,
s5727,Movie,A Grand Night In: The Story of Aardman,Richard Mears,Julie Walters,United Kingdom,1/11/2016,2015,TV-PG,59,
s5728,TV Show,Inborn Pair,Unknown,"Annie Chen, Chris Wang, Hsieh Kun Da, Puff Kuo, Jennifer Hong",Taiwan,1/11/2016,2011,TV-14,,1
s5729,TV Show,Just You,Unknown,"Aaron Yan, Puff Kuo, Katherine Wang, Dean Fujioka, Lyla Lin, Lin Yu-pin",Taiwan,1/11/2016,2013,TV-14,,1
s5730,TV Show,Love Around,Unknown,"George Hu, Annie Chen, Mandy Tao, Jack Lee, Tan Ai-Chen, Jian Chang, Wang Chuan",Taiwan,1/11/2016,2013,TV-14,,1
s5731,TV Show,Love Family,Unknown,"Chris Wang, Serena Fang, Jack Lee, Amanda Chou, Yin Fu, Rabbit Yang, Meng-sheng Shen",Taiwan,1/11/2016,2013,TV-MA,,1
s5732,TV Show,Love Me or Leave Me,Unknown,"Ann Hsu, Chris Wang, Alan Kuo, K'ang-i Lee, Albee Huang",Taiwan,1/11/2016,2012,TV-14,,1
s5733,TV Show,Love Now,Unknown,"Annie Chen, George Hu, Bobby Dou, Vivi Lee, Harry Chang, Esther Yang, Mandy Wei",Taiwan,1/11/2016,2012,TV-14,,1
s5734,Movie,Norman Lear: Just Another Version of You,"Heidi Ewing, Rachel Grady","Norman Lear, George Clooney, Bill Moyers, John Amos, Russell Simmons, Louise Lasser, Rob Reiner, Jon Stewart, Amy Poehler",United States,1/11/2016,2016,TV-MA,91,
s5735,Movie,Santa Pac's Merry Berry Day,Moto Sakakibara,"Erin Mathews, Sam Vincent, Andrea Libman, Ashleigh Ball, Ian James Corlett, Brian Drummond, Lee Tockar, Matt Hill, Richard Newman",Unknown,1/11/2016,2016,TV-Y,44,
s5736,Movie,Spanish Affair 2,Emilio Martínez Lázaro,"Dani Rovira, Clara Lago, Karra Elejalde, Carmen Machi, Belén Cuesta, Berto Romero, Rosa María Sardà, Alfonso Sánchez, Alberto López, Josep Maria Riera",Spain,1/11/2016,2015,TV-MA,107,
s6382,TV Show,Brown Nation,Unknown,"Rajeev Varma, Shenaz Treasury, Kapil Bawa, Remy Munasifi, Omi Vaidya, Melanie Chandra, Sana Serrai, Jonathan Horvath, Akaash Singh",United States,15/11/2016,2016,TV-14,,1
s6971,TV Show,Highway to Heaven,Unknown,"Michael Landon, Victor French",United States,1/11/2016,1988,TV-PG,,5
s7649,TV Show,Oliver Stone's Untold History of the United States,Oliver Stone,Oliver Stone,United States,15/11/2016,2013,TV-PG,,1
s7809,TV Show,Qué pena tu serie,Unknown,"Ariel Levy, Andrea Velasco, Lucy Cominetti, Ignacia Allamand, Paz Bascuñán, Claudia Celedón, Nicolás Martínez",United States,4/11/2016,2015,TV-MA,,1
s8062,Movie,Sour Grapes,"Jerry Rothwell, Reuben Atlas",Unknown,United Kingdom,18/11/2016,2016,NR,85,
s8208,TV Show,The Beginning of Life: The Series,Estela Renner,Unknown,Brazil,11/11/2016,2016,TV-PG,,1
s8384,Movie,The Last Days of Chez Nous,Gillian Armstrong,"Lisa Harrow, Bruno Ganz, Kerry Fox, Miranda Otto, Kiri Paramore, Bill Hunter",Australia,1/11/2016,1992,R,93,
s8583,Movie,Thorne: Scaredy Cat,Benjamin Ross,"David Morrissey, Eddie Marsan, Aidan Gillen, O.T. Fagbenle, Lorraine Ashbourne, Sandra Oh, Tom Brooke, Joe Absolom",United Kingdom,2/11/2016,2010,NR,125,
s8584,Movie,Thorne: Sleepyhead,Stephen Hopkins,"David Morrissey, Eddie Marsan, Aidan Gillen, O. T. Fagbenle, Lorraine Ashbourne, Natascha McElhone, Sara Lloyd-Gregory, Aisling Loftus, Sarah Niles, Joshua Close, Brian McCardie","United Kingdom, Australia, Canada, United States",2/11/2016,2010,NR,125,
s8621,Movie,Tree Man,"Jon Reiner, Brad Rothschild",Unknown,Canada,1/11/2016,2015,TV-PG,82,
s8729,Movie,When Two Worlds Collide,"Heidi Brandenburg, Mathew Orzel",Unknown,"Peru, United States, United Kingdom",30/11/2016,2016,TV-14,103,
s8749,Movie,Winter of Our Dreams,John Duigan,"Judy Davis, Bryan Brown, Cathy Downes, Baz Luhrmann, Peter Mochrie, Mervyn Drake, Margie McCrae",Australia,1/11/2016,1981,NR,86,
s8756,TV Show,Women Behind Bars,Unknown,Unknown,United States,1/11/2016,2010,TV-14,,3
s8793,Movie,Young Tiger,Mu Chu,"Qiu Yuen, Charlie Chin, Jackie Chan, Hu Chin, Nan Chiang",Hong Kong,1/11/2016,1973,NR,81,
s5653,Movie,Mr. Pig,Diego Luna,"Danny Glover, Maya Rudolph, José María Yazpik, Joel Murray, Angélica Aragón, Gabriela Araujo",Mexico,31/12/2016,2016,TV-MA,97,
s5654,TV Show,My Runway,Unknown,"Ji-yeon Park, Dong-ho Kang, Chul-woong Kang, Bo-hyun Ahn, Hak Jin, Se-jin Park, Kisum",South Korea,30/12/2016,2016,TV-14,,1
s5655,TV Show,AJIN: Demi-Human,Unknown,"Mamoru Miyano, Yoshimasa Hosoya, Jun Fukuyama, Hochu Otsuka, Daisuke Hirakawa, Takahiro Sakurai, Mikako Komatsu, Hiroyuki Kinoshita, Aya Suzaki",Japan,27/12/2016,2016,TV-MA,,2
s5656,TV Show,Chasing Cameron,Unknown,"Cameron Dallas, Aaron Carpenter, Taylor Caniff, Willie Jones, Trey Schafer, Bart Bordelon, Blake Gray",United States,27/12/2016,2016,TV-14,,1
s5657,Movie,7:19,Jorge Michel Grau,"Demián Bichir, Héctor Bonilla, Oscar Serrano, Azalia Ortiz, Octavio Michel, Carmen Beato",Mexico,23/12/2016,2016,TV-MA,93,
s5658,Movie,Garfunkel and Oates: Trying to be Special,"Riki Lindhome, Jeremy Konner","Riki Lindhome, Kate Micucci, Anthony Jeselnik, Steve Agee",United States,23/12/2016,2016,TV-MA,62,
s5659,TV Show,Sense8,Unknown,"Tuppence Middleton, Brian J. Smith, Doona Bae, Max Riemelt, Naveen Andrews, Daryl Hannah, Freema Agyeman, Terrence Mann, Adam Shapiro, Max Mauff, Alfonso Herrera, Eréndira Ibarra, Aml Ameen, Jamie Clayton, Tina Desae, Miguel Ángel Silvestre, Toby Onwumere, Joe Pantoliano",United States,23/12/2016,2018,TV-MA,,2
s5660,Movie,A Christmas Special: Miraculous: Tales of Ladybug & Cat Noir,Thomas Astruc,"Cristina Vee, Bryce Papenbrook, Keith Silverstein, Mela Lee, Max Mittelman, Carrie Keranen, Stephanie Sheh, Selah Victor, Ben Diskin, Erin Fitzgerald, Grant George","France, South Korea, Japan",20/12/2016,2016,TV-Y7,22,
s5661,Movie,Gabriel lglesias: I’m Sorry For What I Said When I Was Hungry,Manny Rodriguez,Gabriel Iglesias,United States,20/12/2016,2016,TV-14,88,
s5662,Movie,Barry,Vikram Gandhi,"Devon Terrell, Anya Taylor-Joy, Jason Mitchell, Ashley Judd, Jenna Elfman, Ellar Coltrane, Avi Nash, Linus Roache, John Benjamin Hickey",United States,16/12/2016,2016,TV-MA,105,
s5663,TV Show,Crazyhead,Unknown,"Cara Theobold, Susan Wokoma, Riann Steele, Arinzé Kene, Lewis Reeves, Tony Curran",United Kingdom,16/12/2016,2016,TV-MA,,1
s5664,Movie,Sister Cities,Sean Hanish,"Jacki Weaver, Troian Bellisario, Stana Katic, Michelle Trachtenberg, Jess Weixler, Alfred Molina, Amy Smart, Tom Everett Scott, Kaia Gerber, Aimee Garcia, Kathy Baker, Peter Jason",United States,16/12/2016,2016,TV-MA,88,
s5665,Movie,3 Türken & ein Baby,Sinan Akkuş,"Kostja Ullmann, Eko Fresh, Kida Khodr Ramadan, Sabrina Klüber, Sami Nasser, Kayla Rybicka, Jytte-Merle Böhrnsen, Emrah Erdogru, Tim Grothe, Hülya Duyar",Germany,15/12/2016,2015,TV-MA,93,
s5666,TV Show,Color of Woman,Unknown,"Jae Hee, Soo-kyung Lee, So-yi Yoon, Ji-ho Shim, Sang-Myeon Park, Joo-young Kim",South Korea,15/12/2016,2012,TV-PG,,1
s5667,Movie,Eddie - Strongman,Matt Bell,Eddie Hall,United Kingdom,15/12/2016,2015,TV-MA,98,
s5668,TV Show,Goodbye My Wife,Unknown,"Soo-hyun Hong, Si Won Ryu, Ji-yoon Park, Min-soo Kim, Julien Kang, Joo-eun Oh, Seong-mo Jeong",South Korea,15/12/2016,2012,TV-14,,1
s5669,TV Show,Happy And,Unknown,"Hee-Jin Lee, Hae-seong Kwon, Paul Stafford, Mi-ji Lee, Ik-tae Kim, Ki-hyeon Kim",South Korea,15/12/2016,2012,TV-14,,1
s5670,TV Show,Heaven's Garden,Unknown,"Bul-am Choi, Ho-Jeong Yoo, Sae-ron Kim, Chan-hee Kang, Woo-Sung Hyun, An Seo Hyun, Ho-Jin Kim",South Korea,15/12/2016,2011,TV-MA,,1
s5671,TV Show,Ice Fantasy,Unknown,"Feng Shaofeng, Victoria Song, Ma Tianyu, Zhang Meng, Hee-seon Kim, Gong Beibi, Shao Bing, Hu Bing, Wang Duo",China,15/12/2016,2016,TV-14,,1
s5672,TV Show,Immortal Classic,Unknown,"Jae-suk Han, Sun-Young Park, Du-shim Ko, Ye-jin Lim, Jong-hwan Choi, Ha-Nui Lee, Yun-Hoo Ko, Byeong-Ki Kim, Sun-kyung Kim, Yoon-Sik Baek",South Korea,15/12/2016,2012,TV-14,,1
s5673,TV Show,InuYasha,Unknown,"Kappei Yamaguchi, Satsuki Yukino, Kumiko Watanabe, Noriko Hidaka, Koji Tsujitani, Houko Kuwashima, Toshiyuki Morikawa, Richard Ian Cox, Moneca Stori, Paul Dobson, Kirby Morrow, Kelly Sheridan, Jillian Michaels",Japan,15/12/2016,2001,TV-14,,2
s5674,TV Show,K-POP Extreme Survival,Unknown,"Jung Eun Kim, Yu-hwan Park, Eun-ah Go, Yong Hwan Kwak, Jin Hyuk",South Korea,15/12/2016,2012,TV-14,,1
s5675,TV Show,Merlin,James Hawes,"Colin Morgan, Bradley James, Katie McGrath, Angel Coulby, Richard Wilson, Anthony Head, John Hurt, Nathaniel Parker",United Kingdom,15/12/2016,2012,TV-PG,,5
s5676,TV Show,Miss Panda & Mr. Hedgehog,Unknown,"Dong-hae Lee, Seung-ah Yoon, Jin-hyuk Choi, So-young Yoo, Yeo-jin Hong, Min-jin Jung",South Korea,15/12/2016,2012,TV-PG,,1
s5677,Movie,Sand Storm,Elite Zexer,"Lamis Ammar, Ruba Blal, Haitham Omari, Khadija Alakel, Jalal Masarwa","Israel, Germany, France",15/12/2016,2016,TV-PG,88,
s5678,TV Show,Tokyo Trial,Unknown,"Marcel Hensema, Paul Freeman, Irrfan Khan, Stacy Keach, Michael Ironside, Stephen McHattie, Shinya Tsukamoto","Canada, Japan, Netherlands",13/12/2016,2017,TV-MA,,1
s5679,Movie,Ricardo O'Farrill: Abrazo navideño,"Raúl Campos, Jan Suter","Ricardo O'Farrill, Carlos Ballarta, Sofía Niño de Rivera, Chumel Torres, Marissa ""Chabe"" Lozano",Mexico,12/12/2016,2016,TV-MA,31,
s5680,Movie,Asperger's Are Us,Alex Lehmann,"Noah Britton, Ethan Finlan, Jack Hanke, New Michael Ingemi",United States,11/12/2016,2016,TV-MA,83,
s5681,TV Show,Captive,Unknown,Unknown,United Kingdom,9/12/2016,2016,TV-MA,,1
s5682,Movie,Mariah Carey's Merriest Christmas,James Yukich,"Mariah Carey, Lacey Chabert, Kelsey Grammer, Billy Gardell, Fina Strazza, Kenneth Edmonds, Cameron Mathison, Brennan Elliott",United States,9/12/2016,2015,TV-G,38,
s5683,Movie,Spectral,Nic Mathieu,"James Badge Dale, Emily Mortimer, Bruce Greenwood, Max Martini, Clayne Crawford, Cory Hardrict, Louis Ozawa Changchien, Jimmy Akingbola, Dylan Smith, Philip Bulcock","United States, Hungary",9/12/2016,2016,TV-14,108,
s5684,TV Show,White Rabbit Project,Unknown,"Tory Belleci, Kari Byron, Grant Imahara",United States,9/12/2016,2016,TV-14,,1
s5685,TV Show,Miss in Kiss,Unknown,"Esther Wu, Dino Lee, Gong Yi Teng, Xi Wei Lun, Honduras, Vega Tsai, Shen Chang Hung",Taiwan,8/12/2016,2016,TV-14,,1
s5686,Movie,Other People,Chris Kelly,"Jesse Plemons, Molly Shannon, Bradley Whitford, Maude Apatow, Madisen Beaty, John Early, Zach Woods, Paul Dooley, June Squibb",United States,8/12/2016,2016,TV-MA,97,
s5687,TV Show,The Cuba Libre Story,Unknown,Unknown,"France, Germany",8/12/2016,2015,TV-14,,1
s5688,Movie,Blue Jay,Alex Lehmann,"Sarah Paulson, Mark Duplass, Clu Gulager",United States,6/12/2016,2016,TV-MA,81,
s5689,Movie,One in a Billion,Roman Gackowski,"Satnam Singh Bhamara, Mark Cuban, Adam Silver, Vivek Ranadivé",United States,6/12/2016,2016,TV-14,70,
s5690,Movie,Reggie Watts: Spatial,Benjamin Dickinson,Reggie Watts,United States,6/12/2016,2016,TV-MA,62,
s5691,TV Show,From Dusk Till Dawn,Unknown,"D.J. Cotrona, Zane Holtz, Eiza Gonzalez, Jesse Garcia, Madison Davenport, Brandon Soo Hoo, Wilmer Valderrama, Robert Patrick, Jake Busey, Samantha Esteban, Don Johnson",United States,5/12/2016,2016,TV-MA,,3
s5692,Movie,Mercenary,Sacha Wolff,"Toki Pilioko, Iliana Zabeth, Mikaele Tuugahala, Laurent Pakihivatau, Petelo Sealeu, Maoni Talalua, Teotola Maka, Bessarion Udesiani",France,4/12/2016,2016,TV-MA,99,
s5693,TV Show,Lost & Found Music Studios,Unknown,"Victoria Baldesarra, Sarah Carmosino, Jordan Clark, DeShaun Clarke, Keara Graves, Katrina Hachey, Shane Harte, Ali Milner, Levi Randall, Brittany Raymond, Trevor Tordjman, Michael Torontow, Alex Zaichkowski, Matthew Bacik, Alyssa Baker, Ella Jonas Farlinger, Ian Matthews, Rakim Kelly, Bailey Pelkman, Olivia Solo",Canada,3/12/2016,2016,TV-G,,2
s5694,Movie,For the Love of Spock,Adam Nimoy,"Leonard Nimoy, William Shatner, George Takei, Nichelle Nichols, Chris Pine, Zachary Quinto, Simon Pegg, Zoe Saldana, Jim Parsons, Jason Alexander, Neil deGrasse Tyson, J.J. Abrams","Canada, United States",2/12/2016,2016,TV-14,112,
s5695,Movie,White Girl,Elizabeth Wood,"Morgan Saylor, Brian 'Sene' Marc, Justin Bartha, Chris Noth, Adrian Martinez, India Menuez, Anthony Ramos, Ralph Rodriguez, Annabelle Dexter-Jones",United States,2/12/2016,2016,TV-MA,90,
s5696,Movie,#Rucker50,Robert McCullough Jr.,Unknown,United States,1/12/2016,2016,TV-PG,56,
s5697,Movie,1000 Rupee Note,Shrihari Sathe,"Usha Naik, Sandeep Pathak, Shrikant Yadav, Ganesh Yadav, Pooja Nayak, Devendra Gaikwad",India,1/12/2016,2014,TV-14,89,
s5698,Movie,Across Grace Alley,Ralph Macchio,"Ben Hyland, Marsha Mason, Karina Smirnoff, Colin Branca, Ralph Macchio, Tricia Paoluccio",United States,1/12/2016,2013,TV-PG,24,
s5699,Movie,Asu Mare 2,Ricardo Maldonado,"Carlos Alcántara, Emilia Drago, Christian Meier, Andrés Salas, Anahí de Cárdenas, Rodrigo Sánchez Patiño, Denisse Dibós, Javier Delgiudice, Ana Cecilia Natteri",Peru,1/12/2016,2015,TV-14,100,
s5700,TV Show,Back to 1989,Unknown,"Marcus Chang, Ivy Shao, Mini Tsai, Yorke Sun, Ray Yang, Chang Chieh",Taiwan,1/12/2016,2016,TV-PG,,1
s5701,TV Show,Bromance,Unknown,"Baron Chen, Megan Lai, Bii, Katie Chen, Sean Lee",Taiwan,1/12/2016,2015,TV-PG,,1
s5702,Movie,Interrogation,Vetrimaaran,"Dinesh Ravi, Samuthirakani, Kishore Kumar, Anandhi, Murugadoss, Ajay Ghosh",India,1/12/2016,2015,TV-MA,116,
s5703,Movie,Rainbow Time,Linas Phillips,"Linas Phillips, Melanie Lynskey, Timm Sharp, Tobin Bell, Jay Duplass, Lauren Weedman, Artemis Pebdani, Reagan Yates, Austin Fryberger",United States,1/12/2016,2016,TV-MA,92,
s5704,TV Show,Refresh Man,Unknown,"Aaron Yan, Joanne Tseng, Lene Lai, Jack Lee, JR",Taiwan,1/12/2016,2016,TV-14,,1
s5705,Movie,Richard Pryor: Live in Concert,Jeff Margolis,Richard Pryor,United States,1/12/2016,1979,TV-MA,79,
s5706,Movie,The Violin Player,Bauddhayan Mukherji,"Ritwick Chakraborty, Adil Hussain, Nayani Dixit, Sonam Stobgais",India,1/12/2016,2016,TV-14,72,
s6192,Movie,At All Costs,Mike Nicoll,"Parker Jackson Cartwright, Gabe York",United States,14/12/2016,2016,TV-MA,81,
s6408,TV Show,Call Me Francis,Unknown,"Rodrigo de la Serna, Sergio Hernández, Mercedes Morán, Muriel Santa Ana, Alex Brendemühl, Maximilian Dirr, Andres Gil, Marco Di Tieri",Italy,16/12/2016,2016,TV-14,,1
s6417,TV Show,Cannabis,Unknown,"Jean-Michel Correia, Yasin Houicha, Pedro Casablanc, Christophe Paou, Kate Moran, Santi Pons",France,15/12/2016,2016,TV-MA,,1
s6470,TV Show,Chill with Bob Ross,Unknown,Bob Ross,Unknown,1/12/2016,1994,TV-G,,1
s6520,TV Show,Comedy Bang! Bang!,Unknown,"Scott Aukerman, Reggie Watts",United States,28/12/2016,2016,TV-14,,5
s6553,Movie,Daemonium,Pablo Parés,"Walter Cornás, Dany Casco, Caro Angus, Rocío Rodríguez Presedo, Chucho Fernández, Amanda Nara, Maite Zumelzú",Argentina,20/12/2016,2015,NR,115,
s6609,Movie,Diary of a Chambermaid,Benoît Jacquot,"Léa Seydoux, Vincent Lindon, Clotilde Mollet, Hervé Pierre, Mélodie Valemberg, Patrick d'Assumçao, Vincent Lacoste, Joséphine Derenne, Dominique Reymond","France, Belgium",3/12/2016,2015,NR,96,
s6621,Movie,Dog Eat Dog,Paul Schrader,"Nicolas Cage, Willem Dafoe, Christopher Matthew Cook, Omar J. Dorsey, Louisa Krause, Melissa Bolona, Reynaldo Gallegos",United States,31/12/2016,2016,TV-MA,93,
s6729,TV Show,Ezel,Unknown,"Kenan İmirzalıoğlu, Cansu Dere, Haluk Bilginer, Yiğit Özşener, Barış Falay, Burçin Terzioğlu, Bade İşçil, Sarp Akkaya, İpek Bilgin, Salih Kalyon, Tuncel Kurtiz, Sedef Avcı, Berrak Tüzünataç, İsmail Filiz",Turkey,26/12/2016,2009,TV-14,,1
s6738,Movie,Famous in Ahmedabad,Hardik Mehta,Unknown,India,15/12/2016,2015,TV-14,29,
s6750,Movie,Figures of Speech,Ari Levinson,Chris Pine,United States,21/12/2016,2016,TV-PG,92,
s6792,TV Show,Four Seasons in Havana,Unknown,"Jorge Perugorría, Carlos Enrique Almirante, Mario Guerra, Luis Alberto García, Juana Acosta, Laura Ramos","Spain, Cuba",9/12/2016,2016,TV-MA,,1
s6828,TV Show,Gargantia on the Verdurous Planet,Unknown,"Kaito Ishikawa, Hisako Kanemoto, Ai Kayano, Kana Asumi, Shizuka Ito, Sayaka Ohara, Katsuyuki Konishi, Yuka Terasaki, Yuki Ono, Tomokazu Sugita, Ayumi Fujimura, Alan Lee, Cassandra Morris, Natalie Hoover, Janice Kawaye, Laura Post, Julie Ann Taylor, Patrick Seitz, Michelle Ruff, Marc Diraison, Matthew Mercer, Karen Strassman",Japan,1/12/2016,2013,Not Rated,,1
s6838,Movie,George of the Jungle 2,David Grossman,"Christopher Showerman, Julie Benz, Angus T. Jones, Thomas Haden Church, Christina Pickles, John Cleese, Michael Clarke Duncan, John Kassir, Kevin Greutert, Keith Scott","United States, Australia",20/12/2016,2003,PG,87,
s7025,TV Show,Humsafar,Unknown,"Fawad Khan, Mahira Khan, Atiqa Odho, Naveen Waqar, Sara Kashif",Pakistan,15/12/2016,2011,TV-PG,,1
s7156,TV Show,K,Unknown,"Daisuke Namikawa, Daisuke Ono, Mikako Komatsu, Kenjiro Tsuda, Tomokazu Sugita, Yui Horie, Takahiro Sakurai, Jun Fukuyama, Yuichi Nakamura, Miyuki Sawashiro, Mamoru Miyano, Satomi Sato, Yuki Kaji, Tetsuya Kakihara, Shozo Iizuka",Japan,1/12/2016,2012,TV-MA,,1
s7158,TV Show,Kaçak,Unknown,"Gürkan Uygun, Mustafa Avkıran, Berk Hakman, Begüm Birgören, Özlem Yılmaz, Yağmur Tanrısevsin, İnanç Konukçu, Hasan Küçükçetin, Metin Coşkun, Selda Özer, Yağız Atakan Savaş, Burak Deniz, Cengiz Sezici, Haluk Bilginer, Tuğba Melis Türk",Turkey,26/12/2016,2013,TV-14,,1
s7193,Movie,Kickboxer: Vengeance,John Stockwell,"Alain Moussi, Jean-Claude Van Damme, Dave Bautista, Gina Carano, Georges St-Pierre, Sara Malakul Lane, Matthew Ziff, T.J. Storm, Fabricio Werdum, Cain Velasquez",United States,8/12/2016,2016,TV-MA,90,
s7246,TV Show,Kurt Seyit & Sura,Unknown,"Kıvanç Tatlıtuğ, Farah Zeynep Abdullah, Fahriye Evcen, Ushan Çakır, Birkan Sokullu",Turkey,26/12/2016,2014,TV-14,,1
